Rk,Gcar,Gtm,Date,Tm,,Opp,Rslt,Inngs,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,ROE,GDP,SB,CS,BA,OBP,SLG,OPS,BOP,aLI,WPA,acLI,cWPA,RE24,DFS(DK),DFS(FD),Pos
123,471,139,Sep 11,PIT,,STL,L3-4,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.254,.334,.442,.776,2,.68,-0.055,.00,0.00%,-0.42,2.00,3.00,CF
124,472,140,Sep 12,PIT,@,CIN,W6-3,CG,5,4,2,2,0,0,1,1,1,0,0,0,0,0,0,0,0,0,.256,.337,.449,.786,2,.81,0.148,.00,0.00%,1.28,21.00,27.90,CF
125,473,141,Sep 13 (1),PIT,@,CIN,W6-1,CG,5,5,1,2,0,0,1,2,0,0,0,0,0,0,0,0,0,0,.258,.337,.455,.792,2,.67,0.181,.00,0.00%,1.18,19.00,25.20,DH
126,474,142,Sep 13 (2),PIT,@,CIN,W1-0,CG,4,3,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,.256,.336,.452,.789,2,.88,-0.040,.00,0.00%,-0.33,2.00,3.00,CF
127,475,143,Sep 14,PIT,@,CIN,W10-4,CG,5,5,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,.257,.337,.451,.789,2,.81,-0.028,.00,0.00%,-0.98,8.00,9.20,CF
128,476,144,Sep 15,PIT,@,NYM,L1-7,CG,4,4,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.259,.338,.452,.790,2,.44,0.044,.00,0.00%,0.20,6.00,6.00,CF
129,477,145,Sep 16,PIT,@,NYM,L3-4,CG,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.257,.336,.448,.784,2,1.11,-0.109,.00,0.00%,-0.68,0.00,0.00,CF
130,478,146,Sep 17,PIT,@,NYM,L1-5,CG,4,4,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,.257,.335,.447,.782,2,.54,-0.014,.00,0.00%,-0.22,3.00,3.00,CF
131,479,147,Sep 18,PIT,@,NYM,L3-7,CG,4,3,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,.256,.335,.444,.778,2,1.10,-0.035,.00,0.00%,-0.38,2.00,3.00,DH
132,480,148,Sep 20,PIT,@,NYY,L8-9,CG,5,5,2,4,0,0,1,2,0,0,1,0,0,0,0,0,0,0,.261,.339,.453,.792,2,1.52,0.367,.00,0.00%,1.95,27.00,34.40,CF
133,481,149,Sep 21,PIT,@,NYY,L2-14,CG,4,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.259,.336,.450,.786,2,.82,0.016,.00,0.00%,0.03,0.00,0.00,CF
134,482,150,Sep 22,PIT,,CHC,L2-3,CG,5,3,0,3,2,0,0,1,2,1,0,0,0,0,0,0,1,0,.263,.342,.457,.799,2,3.44,0.317,.00,0.00%,2.14,24.00,30.50,DH
135,483,151,Sep 23,PIT,,CHC,L5-6,CG,5,4,2,2,0,0,1,2,1,1,1,0,0,0,1,0,0,0,.265,.344,.463,.808,2,1.76,0.340,.00,0.00%,1.85,23.00,31.40,CF
136,484,152,Sep 24,PIT,,CHC,W6-0,CG,4,3,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,.266,.346,.463,.808,2,.38,0.020,.00,0.00%,0.23,7.00,9.20,CF
137,485,153,Sep 25,PIT,,CHC,L3-8,CG,4,3,2,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,.266,.347,.468,.814,2,.46,0.049,.00,0.00%,1.07,18.00,24.90,DH
138,486,154,Sep 26,PIT,,CIN,W8-3,CG,5,5,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,.266,.345,.465,.810,2,1.17,-0.015,.00,0.00%,0.77,5.00,6.20,CF
139,487,155,Sep 27,PIT,,CIN,W4-1,CG,4,2,1,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,.264,.346,.463,.810,2,1.56,-0.040,.00,0.00%,-0.17,6.00,9.20,CF
140,488,156,Sep 28,PIT,,CIN,W4-3,CG(10),5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.262,.345,.460,.805,2,.75,-0.034,.00,0.00%,-1.11,2.00,3.00,DH
141,489,157,Sep 30,PIT,@,STL,L1-2,CG,5,4,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,.260,.344,.456,.800,2,2.04,-0.192,.00,0.00%,-0.86,2.00,3.00,CF
142,490,158,Oct 1,PIT,@,STL,L3-13,GS-7,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.259,.342,.454,.796,2,.27,-0.020,.00,0.00%,-0.61,0.00,0.00,CF
143,491,159,Oct 2,PIT,@,STL,W7-5,CG,5,5,1,2,0,0,1,1,0,0,1,0,0,0,0,0,0,0,.260,.343,.459,.802,2,1.05,0.040,.00,0.00%,0.44,17.00,21.70,CF
144,492,160,Oct 3,PIT,,STL,W3-2,CG,4,4,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,.260,.342,.459,.801,2,1.36,0.060,.00,0.00%,0.31,7.00,9.50,CF
145,493,161,Oct 4,PIT,,STL,L7-8,CG(10),6,4,1,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,.262,.345,.461,.807,2,1.80,0.000,.00,0.00%,0.87,14.00,18.20,LF
,,,,,,,55-90,,614,542,74,142,19,4,27,62,56,6,141,14,0,2,7,13,7,3,.262,.345,.461,.807,,1.04,2.768,.30,0.15%,14.18,1120.00,1455.80,
